sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
;2;Session genius.core.session.Session@7fa1b904 failed: Failed to execute protocol: Execution failed of boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy@20:java.lang.NullPointerException: Cannot invoke "genius.core.boaframework.NegotiationSession.getTime()" because "this.negotiationSession" is null: Cannot invoke "genius.core.boaframework.NegotiationSession.getTime()" because "this.negotiationSession" is null:[boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy, boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy];60rounds;No;;0;;;;;;boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy;boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy;0.0;0.75;0.0;0.75;;;;;;;profile-2;profile-1
;1;Session genius.core.session.Session@52e08425 failed: failed to construct agent : Execution failed of init<kawaii@22,Participant[Party22,PartyRepositoryItem[kawaii,agents.anac.y2015.fairy.kawaii,ANAC2015, is mediator=false],etc/templates/anac/y2014/50issuesDiscounted/profile-2.xml]>:java.lang.ClassCastException: class genius.core.utility.NonlinearUtilitySpace cannot be cast to class genius.core.utility.AdditiveUtilitySpace (genius.core.utility.NonlinearUtilitySpace and genius.core.utility.AdditiveUtilitySpace are in unnamed module of loader 'app'): class genius.core.utility.NonlinearUtilitySpace cannot be cast to class genius.core.utility.AdditiveUtilitySpace (genius.core.utility.NonlinearUtilitySpace and genius.core.utility.AdditiveUtilitySpace are in unnamed module of loader 'app'):[agents.anac.y2015.fairy.kawaii, boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy];60rounds;No;;0;;;;;;kawaii;boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy;0.0;0.75;0.0;0.75;;;;;;;profile-2;profile-1
;1;Session genius.core.session.Session@3d3b218e failed: failed to construct agent : Execution failed of init<kawaii@25,Participant[Party25,PartyRepositoryItem[kawaii,agents.anac.y2015.fairy.kawaii,ANAC2015, is mediator=false],etc/templates/anac/y2014/50issueswithRV/profile-1.xml]>:java.lang.ClassCastException: class genius.core.utility.NonlinearUtilitySpace cannot be cast to class genius.core.utility.AdditiveUtilitySpace (genius.core.utility.NonlinearUtilitySpace and genius.core.utility.AdditiveUtilitySpace are in unnamed module of loader 'app'): class genius.core.utility.NonlinearUtilitySpace cannot be cast to class genius.core.utility.AdditiveUtilitySpace (genius.core.utility.NonlinearUtilitySpace and genius.core.utility.AdditiveUtilitySpace are in unnamed module of loader 'app'):[boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy, agents.anac.y2015.fairy.kawaii];60rounds;No;;0;;;;;;boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy;kawaii;0.0;0.75;0.0;0.75;;;;;;;profile-2;profile-1
;1;Session genius.core.session.Session@5128b0dc failed: failed to construct agent : Execution failed of init<kawaii@26,Participant[Party26,PartyRepositoryItem[kawaii,agents.anac.y2015.fairy.kawaii,ANAC2015, is mediator=false],etc/templates/anac/y2014/50issuesDiscounted/profile-2.xml]>:java.lang.ClassCastException: class genius.core.utility.NonlinearUtilitySpace cannot be cast to class genius.core.utility.AdditiveUtilitySpace (genius.core.utility.NonlinearUtilitySpace and genius.core.utility.AdditiveUtilitySpace are in unnamed module of loader 'app'): class genius.core.utility.NonlinearUtilitySpace cannot be cast to class genius.core.utility.AdditiveUtilitySpace (genius.core.utility.NonlinearUtilitySpace and genius.core.utility.AdditiveUtilitySpace are in unnamed module of loader 'app'):[agents.anac.y2015.fairy.kawaii, agents.anac.y2015.fairy.kawaii];60rounds;No;;0;;;;;;kawaii;kawaii;0.0;0.75;0.0;0.75;;;;;;;profile-2;profile-1
;2;Session genius.core.session.Session@4619cc7b failed: Failed to execute protocol: Execution failed of boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy@28:java.lang.NullPointerException: Cannot invoke "genius.core.boaframework.NegotiationSession.getTime()" because "this.negotiationSession" is null: Cannot invoke "genius.core.boaframework.NegotiationSession.getTime()" because "this.negotiationSession" is null:[boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy, boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy];60rounds;No;;0;;;;;;boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy;boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy;0.0;0.75;0.0;0.75;;;;;;;profile-1;profile-1
;1;Session genius.core.session.Session@5e3e10 failed: failed to construct agent : Execution failed of init<kawaii@30,Participant[Party30,PartyRepositoryItem[kawaii,agents.anac.y2015.fairy.kawaii,ANAC2015, is mediator=false],etc/templates/anac/y2014/50issuesDiscounted/profile-1.xml]>:java.lang.ClassCastException: class genius.core.utility.NonlinearUtilitySpace cannot be cast to class genius.core.utility.AdditiveUtilitySpace (genius.core.utility.NonlinearUtilitySpace and genius.core.utility.AdditiveUtilitySpace are in unnamed module of loader 'app'): class genius.core.utility.NonlinearUtilitySpace cannot be cast to class genius.core.utility.AdditiveUtilitySpace (genius.core.utility.NonlinearUtilitySpace and genius.core.utility.AdditiveUtilitySpace are in unnamed module of loader 'app'):[agents.anac.y2015.fairy.kawaii, boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy];60rounds;No;;0;;;;;;kawaii;boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy;0.0;0.75;0.0;0.75;;;;;;;profile-1;profile-1
;1;Session genius.core.session.Session@259010ee failed: failed to construct agent : Execution failed of init<kawaii@33,Participant[Party33,PartyRepositoryItem[kawaii,agents.anac.y2015.fairy.kawaii,ANAC2015, is mediator=false],etc/templates/anac/y2014/50issueswithRV/profile-1.xml]>:java.lang.ClassCastException: class genius.core.utility.NonlinearUtilitySpace cannot be cast to class genius.core.utility.AdditiveUtilitySpace (genius.core.utility.NonlinearUtilitySpace and genius.core.utility.AdditiveUtilitySpace are in unnamed module of loader 'app'): class genius.core.utility.NonlinearUtilitySpace cannot be cast to class genius.core.utility.AdditiveUtilitySpace (genius.core.utility.NonlinearUtilitySpace and genius.core.utility.AdditiveUtilitySpace are in unnamed module of loader 'app'):[boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy, agents.anac.y2015.fairy.kawaii];60rounds;No;;0;;;;;;boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy;kawaii;0.0;0.75;0.0;0.75;;;;;;;profile-1;profile-1
;1;Session genius.core.session.Session@1ff67189 failed: failed to construct agent : Execution failed of init<kawaii@34,Participant[Party34,PartyRepositoryItem[kawaii,agents.anac.y2015.fairy.kawaii,ANAC2015, is mediator=false],etc/templates/anac/y2014/50issuesDiscounted/profile-1.xml]>:java.lang.ClassCastException: class genius.core.utility.NonlinearUtilitySpace cannot be cast to class genius.core.utility.AdditiveUtilitySpace (genius.core.utility.NonlinearUtilitySpace and genius.core.utility.AdditiveUtilitySpace are in unnamed module of loader 'app'): class genius.core.utility.NonlinearUtilitySpace cannot be cast to class genius.core.utility.AdditiveUtilitySpace (genius.core.utility.NonlinearUtilitySpace and genius.core.utility.AdditiveUtilitySpace are in unnamed module of loader 'app'):[agents.anac.y2015.fairy.kawaii, agents.anac.y2015.fairy.kawaii];60rounds;No;;0;;;;;;kawaii;kawaii;0.0;0.75;0.0;0.75;;;;;;;profile-1;profile-1
;2;Session genius.core.session.Session@21aa8b6f failed: Failed to execute protocol: Execution failed of boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy@36:java.lang.NullPointerException: Cannot invoke "genius.core.boaframework.NegotiationSession.getTime()" because "this.negotiationSession" is null: Cannot invoke "genius.core.boaframework.NegotiationSession.getTime()" because "this.negotiationSession" is null:[boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy, boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy];60rounds;No;;0;;;;;;boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy;boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy;0.0;0.0;0.0;0.0;;;;;;;profile-1;profile-2
;1;Session genius.core.session.Session@32e26e9e failed: failed to construct agent : Execution failed of init<kawaii@38,Participant[Party38,PartyRepositoryItem[kawaii,agents.anac.y2015.fairy.kawaii,ANAC2015, is mediator=false],etc/templates/anac/y2014/50issuesDiscounted/profile-1.xml]>:java.lang.ClassCastException: class genius.core.utility.NonlinearUtilitySpace cannot be cast to class genius.core.utility.AdditiveUtilitySpace (genius.core.utility.NonlinearUtilitySpace and genius.core.utility.AdditiveUtilitySpace are in unnamed module of loader 'app'): class genius.core.utility.NonlinearUtilitySpace cannot be cast to class genius.core.utility.AdditiveUtilitySpace (genius.core.utility.NonlinearUtilitySpace and genius.core.utility.AdditiveUtilitySpace are in unnamed module of loader 'app'):[agents.anac.y2015.fairy.kawaii, boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy];60rounds;No;;0;;;;;;kawaii;boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy;0.0;0.0;0.0;0.0;;;;;;;profile-1;profile-2
