sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0,047;59;;60rounds;Yes;No;2;0,66621;0,94167;0,00000;0,30558;1,60787;boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy@20;boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy@21;0.9416666666666667;0.6662075599338653;0.9416666666666667;0.6662075599338653;0.9416666666666667;0.6662075599338653;0.0;0.0;0.9416666666666667;0.6662075599338653;party1_utility.xml;party2_utility.xml
0,013;19;;60rounds;Yes;No;2;0,62833;0,79240;0,19242;0,20757;1,42074;RandomParty@22;boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy@23;0.6283333333333333;0.7924020981803295;0.6283333333333333;0.7924020981803295;0.6283333333333333;0.7924020981803295;0.0;0.0;0.6283333333333333;0.7924020981803295;party1_utility.xml;party2_utility.xml
0,040;58;;60rounds;Yes;No;2;0,66621;0,94167;0,00000;0,30558;1,60787;KLH@24;boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy@25;0.9416666666666667;0.6662075599338653;0.9416666666666667;0.6662075599338653;0.0;0.6662075599338653;0.0;0.0;0.9416666666666667;0.6662075599338653;party1_utility.xml;party2_utility.xml
0,994;61;;60rounds;Yes;No;2;0,65833;0,94015;0,05985;0,12720;1,59848;NiceTitForTat@26;boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy@27;0.6583333333333334;0.9401512488914268;0.6583333333333334;0.9401512488914268;0.0;0.9401512488914268;0.0;0.0;0.6583333333333334;0.9401512488914268;party1_utility.xml;party2_utility.xml
0,022;35;;60rounds;Yes;No;2;0,19742;0,82250;0,20169;0,73211;1,01992;boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy@28;RandomParty@29;0.8225000000000001;0.19741564598446754;0.8225000000000001;0.19741564598446754;0.8225000000000001;0.19741564598446754;0.0;0.0;0.8225000000000001;0.19741564598446754;party1_utility.xml;party2_utility.xml
0,034;56;;60rounds;Yes;No;2;0,42832;0,67417;0,30806;0,51238;1,10248;RandomParty@30;RandomParty@31;0.6741666666666667;0.4283171117934022;0.6741666666666667;0.4283171117934022;0.6741666666666667;0.4283171117934022;0.0;0.0;0.6741666666666667;0.4283171117934022;party1_utility.xml;party2_utility.xml
0,038;56;;60rounds;Yes;No;2;0,48496;0,95417;0,02297;0,47476;1,43913;KLH@32;RandomParty@33;0.9541666666666666;0.4849634358260582;0.9541666666666666;0.4849634358260582;0.0;0.4849634358260582;0.0;0.0;0.9541666666666666;0.4849634358260582;party1_utility.xml;party2_utility.xml
1,288;56;;60rounds;Yes;No;2;0,49465;0,97500;0,00000;0,47369;1,46965;NiceTitForTat@34;RandomParty@35;0.975;0.49464690002105177;0.975;0.49464690002105177;0.0;0.49464690002105177;0.0;0.0;0.975;0.49464690002105177;party1_utility.xml;party2_utility.xml
0,040;61;;60rounds;No;No;1;0,00000;0,00000;1,03604;1,21592;0,00000;boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy@36;KLH@37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0,038;56;;60rounds;Yes;No;2;0,59500;0,96396;0,07287;0,19327;1,55896;RandomParty@38;KLH@39;0.595;0.9639627580931429;0.595;0.9639627580931429;0.595;0.0;0.0;0.0;0.595;0.9639627580931429;party1_utility.xml;party2_utility.xml
0,042;61;;60rounds;No;No;1;0,00000;0,00000;1,03604;1,21592;0,00000;KLH@40;KLH@41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0,966;61;;60rounds;Yes;No;2;0,65833;0,94015;0,05985;0,12720;1,59848;NiceTitForTat@42;KLH@43;0.6583333333333334;0.9401512488914268;0.6583333333333334;0.9401512488914268;0.0;0.0;0.0;0.0;0.6583333333333334;0.9401512488914268;party1_utility.xml;party2_utility.xml
0,995;61;;60rounds;Yes;No;2;0,34455;0,93667;0,05962;0,60339;1,28122;boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy@46;NiceTitForTat@47;0.9366666666666666;0.3445490557614222;0.9366666666666666;0.3445490557614222;0.9366666666666666;0.0;0.0;0.0;0.9366666666666666;0.3445490557614222;party1_utility.xml;party2_utility.xml
1,263;56;;60rounds;Yes;No;2;0,65833;1,00000;0,00000;0,14542;1,65833;RandomParty@48;NiceTitForTat@49;0.6583333333333333;1.0;0.6583333333333333;1.0;0.6583333333333333;0.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
1,006;61;;60rounds;Yes;No;2;0,32074;0,93667;0,05136;0,62646;1,25740;KLH@50;NiceTitForTat@51;0.9366666666666666;0.3207375465597058;0.9366666666666666;0.3207375465597058;0.0;0.0;0.0;0.0;0.9366666666666666;0.3207375465597058;party1_utility.xml;party2_utility.xml
