sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0,064;61;;60rounds;No;No;1;0,00000;0,00000;1,19819;1,28905;0,00000;boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy@0;boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy@1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party9_utility.xml;party1_utility.xml
0,049;61;;60rounds;No;No;1;0,00000;0,00000;1,19819;1,28905;0,00000;KLH@2;boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy@3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party9_utility.xml;party1_utility.xml
1,337;61;;60rounds;Yes;No;2;0,82653;0,93667;0,02623;0,06468;1,76320;NiceTitForTat@4;boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy@5;0.8265305243221558;0.9366666666666666;0.8265305243221558;0.9366666666666666;0.0;0.9366666666666666;0.0;0.0;0.8265305243221558;0.9366666666666666;party9_utility.xml;party1_utility.xml
0,045;61;;60rounds;No;No;1;0,00000;0,00000;1,19819;1,28905;0,00000;boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy@6;KLH@7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party9_utility.xml;party1_utility.xml
0,043;61;;60rounds;No;No;1;0,00000;0,00000;1,19819;1,28905;0,00000;KLH@8;KLH@9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party9_utility.xml;party1_utility.xml
1,413;61;;60rounds;Yes;No;2;0,77688;0,94167;0,06883;0,06883;1,71855;NiceTitForTat@10;KLH@11;0.7768814279816275;0.9416666666666667;0.7768814279816275;0.9416666666666667;0.0;0.0;0.0;0.0;0.7768814279816275;0.9416666666666667;party9_utility.xml;party1_utility.xml
1,392;61;;60rounds;Yes;No;2;0,65333;0,96346;0,04946;0,37775;1,61680;boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy@12;NiceTitForTat@13;0.9634640193233178;0.6533333333333333;0.9634640193233178;0.6533333333333333;0.9634640193233178;0.0;0.0;0.0;0.9634640193233178;0.6533333333333333;party9_utility.xml;party1_utility.xml
1,424;61;;60rounds;Yes;No;2;0,60750;0,95043;0,09341;0,41573;1,55793;KLH@14;NiceTitForTat@15;0.9504286472767962;0.6075;0.9504286472767962;0.6075;0.0;0.0;0.0;0.0;0.9504286472767962;0.6075;party9_utility.xml;party1_utility.xml
2,503;61;;60rounds;Yes;No;2;0,79582;0,98750;0,02159;0,02159;1,78332;NiceTitForTat@16;NiceTitForTat@17;0.7958150390272029;0.9874999999999999;0.7958150390272029;0.9874999999999999;0.0;0.0;0.0;0.0;0.7958150390272029;0.9874999999999999;party9_utility.xml;party1_utility.xml
0,041;61;;60rounds;No;No;1;0,00000;0,00000;1,21996;1,30228;0,00000;boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy@18;boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy@19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party8_utility.xml;party1_utility.xml
0,043;61;;60rounds;No;No;1;0,00000;0,00000;1,21996;1,30228;0,00000;KLH@20;boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-F..EclipseWorkspace.assignment3.target.classes.AC_BOAninho-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.NTFTstrategy@21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party8_utility.xml;party1_utility.xml
